trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled
16989,06:09:20,06:09:40,504,4,6333.151
16989,06:11:40,06:12:00,503,5,7236.512
16989,06:14:00,06:14:20,502,6,8401.349
16989,06:16:20,06:16:40,501,7,9415.285
16989,06:18:40,06:19:00,500,8,10719.548
17325,06:00:00,06:00:20,520,0,0.0
17325,06:02:20,06:02:40,519,1,877.895
17325,06:04:40,06:05:00,518,2,2139.616
17325,06:07:00,06:07:20,517,3,3656.435
17325,06:09:20,06:09:40,516,4,4781.264
17325,06:11:40,06:12:00,515,5,5839.216
17325,06:14:00,06:14:20,514,6,8824.96
17325,06:16:20,06:16:40,513,7,10445.574
17325,06:18:40,06:19:00,512,8,11954.803
17325,06:21:00,06:21:20,511,9,13655.823
17325,06:23:20,06:23:40,510,10,14878.926
17325,06:25:40,06:26:00,509,11,16252.104
17325,06:28:00,06:28:20,508,12,17323.963
